0001	0.00000	0
0002	0.00000	1
0003	0.00000	2
0004	0.00000	2
0005	0.00000	2
0006	0.00000	3
0007	0.00000	4
0008	0.00000	4
0009	0.00000	4
0010	0.00000	4
0011	0.00000	4
0012	0.00000	5
0013	0.00000	5
0014	0.00000	5
0015	0.00000	5
0016	0.00000	5
0017	0.00000	5
0018	0.00000	5
0019	0.00000	6
0020	0.00000	6
0021	0.00000	6
0022	0.00000	6
0023	0.00000	6
0024	0.00000	6
0025	0.00000	6
0026	0.00000	6
0027	0.00000	6
0028	0.00000	6
0029	0.00000	6
0030	0.00000	6
0031	0.00000	6
0032	0.00000	6
0033	0.00000	6
0034	0.00000	7
0035	0.00000	7
0036	0.00000	7
0037	0.00000	8
0038	0.00000	8
0039	0.00000	8
0040	0.00000	8
0041	0.00000	9
0042	0.00000	9
0043	0.00000	10
0044	0.00000	11
0045	0.00000	12
0046	0.00000	12
0047	0.00000	13
0048	0.00000	13
0049	0.00000	13
0050	0.00000	14
0051	0.00000	14
0052	0.00000	14
0053	0.00000	15
0054	0.00000	15
0055	0.00000	15
0056	0.00000	15
0057	0.00000	15
0058	0.00000	15
0059	0.00000	15
0060	0.00000	15
0061	0.00000	15
0062	0.00000	15
0063	0.00000	15
0064	0.00000	15
0065	0.00000	16
0066	0.00000	17
0067	0.00000	18
0068	0.00000	18
0069	0.00000	18
0070	0.00000	18
0071	0.00000	18
0072	0.00000	18
0073	0.00000	18
0074	0.00000	19
0075	0.00000	19
0076	0.00000	20
0077	0.00000	20
0078	0.00000	20
0079	0.00000	21
0080	0.00000	21
0081	0.00000	21
0082	0.00000	21
0083	0.00000	21
0084	0.00000	21
0085	0.00000	21
0086	0.00000	21
0087	0.00000	21
0088	0.00000	21
0089	0.00000	21
0090	0.00000	22
0091	0.00000	22
0092	0.00000	22
0093	0.00000	22
0094	0.00000	22
0095	0.00000	22
0096	0.00000	22
0097	0.00000	22
0098	0.00000	22
0099	0.00000	22
0100	0.00000	22
0101	0.00000	23
0102	0.22282	24
0103	0.20118	25
0104	0.39030	26
0105	0.20443	27
0106	0.19300	27
0107	0.21630	27
0108	0.15172	27
0109	0.19208	28
0110	0.41787	28
0111	0.12693	29
0112	0.17399	30
0113	0.16982	31
0114	0.21185	31
0115	0.19711	32
0116	0.17964	32
0117	0.16772	33
0118	0.12448	34
0119	0.15027	34
0120	0.16786	35
0121	0.16951	35
0122	0.24598	36
0123	0.27050	37
0124	0.13914	38
0125	0.25690	38
0126	0.20226	39
0127	0.12258	39
0128	0.14414	40
0129	0.12220	41
0130	0.16227	42
0131	0.15488	43
0132	0.23621	44
0133	0.13838	44
0134	0.16522	44
0135	0.29146	44
0136	0.22963	44
0137	0.23937	44
0138	0.10003	45
0139	0.16230	45
0140	0.14757	46
0141	0.28102	47
0142	0.13209	48
0143	0.10485	48
0144	0.10064	48
0145	0.08558	49
0146	0.14857	50
0147	0.20269	50
0148	0.20406	51
0149	0.16879	52
0150	0.16162	52
0151	0.12392	53
0152	0.18463	54
0153	0.10149	55
0154	0.15557	56
0155	0.14501	57
0156	0.15662	58
0157	0.15861	58
0158	0.16795	59
0159	0.16142	60
0160	0.12221	61
0161	0.15554	61
0162	0.16867	61
0163	0.23038	62
0164	0.13913	62
0165	0.12351	63
0166	0.15297	64
0167	0.13455	64
0168	0.08566	64
0169	0.11524	65
0170	0.13752	66
0171	0.23421	67
0172	0.12397	68
0173	0.18727	69
0174	0.13038	70
0175	0.18503	71
0176	0.15646	72
0177	0.10657	73
0178	0.16125	74
0179	0.15353	74
0180	0.13256	74
0181	0.17091	74
0182	0.14583	75
0183	0.14629	75
0184	0.15809	75
0185	0.21327	75
0186	0.26498	76
0187	0.13817	77
0188	0.15348	78
0189	0.10285	79
